"item","MR1","MR2","communality"
"tol1",0.668288977085916,-0.137786397185854,0.380096980853558
"tol2",0.768171969039759,0.0302922438457289,0.612611903456771
"tol3",0.0930798585636116,-0.0750763575954432,0.00781180054944319
"tol4",0.00950356338843283,0.99865152513642,1.00620744260591
"ic1",-0.60394293491164,-0.185636915309592,0.503307219703243
"word1",-0.184388812116213,-0.0500160150258709,0.0450639221617728
"word2",-0.116821939184083,-0.182825210166961,0.066903539340229
"word3",-0.25990447969667,0.163271155630934,0.0548065676386286
