"lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","model","partition"
"tol3","|","t2",-0.0852799450788843,0.0715086459707256,-1.19258229436754,0.233033003452399,-0.225434315764732,0.054874425606963,-0.0852799450788843,-0.0852799450788843,"two_factor_four","validation"
"tol3","|","t3",0.343275001031319,0.0729644798942381,4.70468646564596,2.54256391896135e-06,0.200267248287915,0.486282753774722,0.343275001031319,0.343275001031319,"two_factor_four","validation"
"tol3","|","t4",1.94495881568228,0.150356771154524,12.9356250519866,0,1.65026495938768,2.23965267197688,1.94495881568228,1.94495881568228,"two_factor_four","validation"
"tol4","|","t1",-0.750299350591415,0.0792222028495064,-9.47082160813823,0,-0.905572014952374,-0.595026686230456,-0.750299350591415,-0.750299350591415,"two_factor_four","validation"
"tol4","|","t2",0.377904394035618,0.0732985724827651,5.1556855916188,2.52704607017762e-07,0.2342418318512,0.521566956220036,0.377904394035618,0.377904394035618,"two_factor_four","validation"
"tol4","|","t3",0.677037948880649,0.0776929277027641,8.71428029422249,0,0.524762608729757,0.829313289031541,0.677037948880649,0.677037948880649,"two_factor_four","validation"
"tol4","|","t4",2.33741769899198,0.21511270259347,10.866014283728,0,1.9158045492917,2.75903084869225,2.33741769899198,2.33741769899198,"two_factor_four","validation"
"ic1","|","t1",-2.72283222301675,0.330385512605193,-8.24137899251807,2.22044604925031e-16,-3.37037592873673,-2.07528851729677,-2.72283222301675,-2.72283222301675,"two_factor_four","validation"
"ic1","|","t2",-2.00178887120238,0.157598485790955,-12.7018280737648,0,-2.31067622737069,-1.69290151503406,-2.00178887120238,-2.00178887120238,"two_factor_four","validation"
"ic1","|","t3",-0.549701290113435,0.0754770848338829,-7.28302227521465,3.26405569239796e-13,-0.697633658045919,-0.40176892218095,-0.549701290113435,-0.549701290113435,"two_factor_four","validation"
"word1","|","t1",-1.69216306478997,0.124340889886947,-13.6090634893197,0,-1.93586673077404,-1.44845939880589,-1.69216306478997,-1.69216306478997,"two_factor_four","validation"
"word1","|","t2",-1.51627496920253,0.110933066591304,-13.668376939301,0,-1.73369978441607,-1.29885015398899,-1.51627496920253,-1.51627496920253,"two_factor_four","validation"
