"category","mean","low","high"
1,0.074561274648794,0.0319813957663798,0.122218210419958
2,0.00264579349566984,-0.0156466273815592,0.0191378419612443
3,-0.0501289390215847,-0.0807458680901265,-0.0230766191951483
4,-0.0249191161533094,-0.0409354805197733,-0.0100686546968567
5,-0.00215901296956972,-0.00599935355413047,-0.000333275259885761
