"replicate","direct","indirect_IC","indirect_PS","total","IC_to_Tol","PS_to_Tol","IB_to_Tol","TC_to_Tol","interaction","interaction_f2","failure"
135,-0.117229420097085,-0.0378579795890586,0.0191961991372918,-0.135891200548852,-0.412663080749807,0.0486290269272969,0.254247383700013,0.0306109692835813,0.245800941383327,0.0198021720725939,""
136,-0.128758713998384,-0.0383714431102349,0.0124240624985727,-0.154706094610046,-0.349180416442671,0.0354599215541684,0.218560496450383,0.0467180527699983,0.204715810188692,0.0113706221302117,""
137,-0.128654453521264,-0.00102046522923315,-0.00618660512548292,-0.13586152387598,-0.360690548772805,-0.0164314569402001,0.151497829605758,0.0536884598940331,0.0251315096494798,0.00016686557385335,""
138,-0.130604050626956,-0.0521722849597325,0.0426211736086341,-0.140155161978055,-0.396569239537222,0.123280350070723,0.221104786363433,-0.000864731655467247,0.249103322992382,0.0178594826301995,""
139,-0.119298980021225,-0.014330203594522,-0.0020753884002091,-0.135704572015956,-0.397623202073581,-0.00577145271250452,0.167240418021032,0.048528243674532,0.112627888634837,0.00363354939872835,""
140,-0.149473704881213,-0.0369455744041242,0.0145686446739554,-0.171850634611382,-0.335100561890938,0.0497618476224269,0.242802826787558,0.0250556948250076,0.158398839553765,0.00720509473721457,""
141,-0.152927418446347,-0.0344097602843881,0.0400656898910075,-0.147271488839728,-0.390113822952497,0.13017195724616,0.204587888126372,0.0362980104310835,0.29147702438056,0.0282414019473992,""
142,-0.149669978811275,-0.0387051326942912,0.0386674274407595,-0.149707684064807,-0.396823033751174,0.10370324514781,0.234678811772113,0.0591256344333827,0.0738035395614159,0.0015855505526437,""
143,-0.15854578141709,-0.0264148409309817,0.0339611219112455,-0.150999500436826,-0.353849449473636,0.0928756691320132,0.21381190463401,0.0420251869164373,0.0518301803427502,0.000814627655938453,""
144,-0.143697624756676,-0.0312616328235382,0.0297458189728115,-0.145213438607403,-0.382410494141473,0.0796711299239165,0.173433262870846,0.0764105373391177,0.117576699543722,0.0037730171790962,""
