"category","mean","low","high"
1,-0.00499631828210183,-0.017297346653774,0.00613477822451098
2,-0.0256928187493354,-0.088883295516644,0.030307383190364
3,0.00350171551885163,-0.00406820258922452,0.0115306112940452
4,0.0233061817078117,-0.0285079608564286,0.0825411097496228
5,0.0038812398047739,-0.00428763421218258,0.0144536826051926
