"category","mean","low","high"
1,0.0508829620121256,-0.00624298136712506,0.105124450641211
2,0.00995495178575581,-0.00119783427302832,0.022622454667913
3,-0.0114750274349796,-0.0242560465340438,0.00134547777661362
4,-0.0473013044717872,-0.0963892209548017,0.00629641907623759
5,-0.00206158189111469,-0.0056177423298062,0.000217969898354465
